Permissible Value	Label	URL
CL:4023043	L5/6 near-projecting glutamatergic neuron of the primary motor cortex	<http://purl.obolibrary.org/obo/CL_4023043>
CL:4023042	L6 corticothalamic-projecting glutamatergic cortical neuron	<http://purl.obolibrary.org/obo/CL_4023042>
CL:4030068	L6 intratelencephalic projecting Car3 glutamatergic neuron	<http://purl.obolibrary.org/obo/CL_4030068>
CL:4030065	L6 intratelencephalic projecting glutamatergic neuron	<http://purl.obolibrary.org/obo/CL_4030065>
CL:4023050	L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex	<http://purl.obolibrary.org/obo/CL_4023050>
CL:4023038	L6b glutamatergic cortical neuron	<http://purl.obolibrary.org/obo/CL_4023038>
CL:4023046	L6b glutamatergic neuron of the primary motor cortex	<http://purl.obolibrary.org/obo/CL_4023046>
CL:4042013	Lamp5 Lhx6 neuron	<http://purl.obolibrary.org/obo/CL_4042013>
CL:0000453	Langerhans cell	<http://purl.obolibrary.org/obo/CL_0000453>
CL:0000178	Leydig cell	<http://purl.obolibrary.org/obo/CL_0000178>
CL:0009091	Leydig stem cell	<http://purl.obolibrary.org/obo/CL_0009091>
CL:0011006	Lugaro cell	<http://purl.obolibrary.org/obo/CL_0011006>
CL:0000682	M cell of gut	<http://purl.obolibrary.org/obo/CL_0000682>
CL:0003049	M cone cell	<http://purl.obolibrary.org/obo/CL_0003049>
CL:0003028	M1 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003028>
CL:0003043	M10 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003043>
CL:0003044	M11 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003044>
CL:0003045	M12 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003045>
CL:0003046	M13 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003046>
CL:0003047	M14 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003047>
CL:0003029	M2 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003029>
CL:0003030	M3 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003030>
CL:0003032	M3-OFF retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003032>
CL:0003031	M3-ON retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003031>
CL:0003033	M4 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003033>
CL:0003034	M5 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003034>
CL:0003035	M6 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003035>
CL:0003036	M7 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003036>
CL:0003038	M7-OFF retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003038>
CL:0003037	M7-ON retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003037>
CL:0003039	M8 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003039>
CL:0003040	M9 retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003040>
CL:0003042	M9-OFF retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003042>
CL:0003041	M9-ON retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0003041>
CL:0002473	MHC-II-high non-classical monocyte	<http://purl.obolibrary.org/obo/CL_0002473>
CL:0002472	MHC-II-low non-classical monocyte	<http://purl.obolibrary.org/obo/CL_0002472>
CL:0002469	MHC-II-negative classical monocyte	<http://purl.obolibrary.org/obo/CL_0002469>
CL:0002471	MHC-II-negative non-classical monocyte	<http://purl.obolibrary.org/obo/CL_0002471>
CL:0002470	MHC-II-positive classical monocyte	<http://purl.obolibrary.org/obo/CL_0002470>
CL:4023076	Martinotti neuron	<http://purl.obolibrary.org/obo/CL_4023076>
CL:0000246	Mauthner neuron	<http://purl.obolibrary.org/obo/CL_0000246>
CL:0000242	Merkel cell	<http://purl.obolibrary.org/obo/CL_0000242>
CL:2000056	Meynert cell	<http://purl.obolibrary.org/obo/CL_2000056>
CL:0000636	Mueller cell	<http://purl.obolibrary.org/obo/CL_0000636>
CL:0001080	"NKp44-negative group 3 innate lymphoid cell, human"	<http://purl.obolibrary.org/obo/CL_0001080>
CL:0001079	"NKp44-positive group 3 innate lymphoid cell, human"	<http://purl.obolibrary.org/obo/CL_0001079>
CL:0001076	"NKp46-positive innate lymphoid cell, human"	<http://purl.obolibrary.org/obo/CL_0001076>
CL:4033047	OFF midget ganglion cell	<http://purl.obolibrary.org/obo/CL_4033047>
CL:4033051	OFF parasol ganglion cell	<http://purl.obolibrary.org/obo/CL_4033051>
CL:4023033	OFF retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_4023033>
CL:0000750	OFF-bipolar cell	<http://purl.obolibrary.org/obo/CL_0000750>
CL:4033036	OFFx cell	<http://purl.obolibrary.org/obo/CL_4033036>
CL:4033046	ON midget ganglion cell	<http://purl.obolibrary.org/obo/CL_4033046>
CL:4033052	ON parasol ganglion cell	<http://purl.obolibrary.org/obo/CL_4033052>
CL:4023032	ON retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_4023032>
CL:0000749	ON-bipolar cell	<http://purl.obolibrary.org/obo/CL_0000749>
CL:4033019	ON-blue cone bipolar cell	<http://purl.obolibrary.org/obo/CL_4033019>
CL:0002500	P enteroendocrine cell	<http://purl.obolibrary.org/obo/CL_0002500>
CL:0002268	P/D1 enteroendocrine cell	<http://purl.obolibrary.org/obo/CL_0002268>
CL:4042032	PAX6 GABAergic cortical interneuron	<http://purl.obolibrary.org/obo/CL_4042032>
CL:0000696	PP cell	<http://purl.obolibrary.org/obo/CL_0000696>
CL:0002680	PP cell of intestine	<http://purl.obolibrary.org/obo/CL_0002680>
CL:0002402	Peyer's patch B cell	<http://purl.obolibrary.org/obo/CL_0002402>
CL:0009015	Peyer's patch follicular dendritic cell	<http://purl.obolibrary.org/obo/CL_0009015>
CL:0009014	Peyer's patch lymphocyte	<http://purl.obolibrary.org/obo/CL_0009014>
CL:0000870	Peyer's patch macrophage	<http://purl.obolibrary.org/obo/CL_0000870>
CL:0000121	Purkinje cell	<http://purl.obolibrary.org/obo/CL_0000121>
CL:0002068	Purkinje myocyte	<http://purl.obolibrary.org/obo/CL_0002068>
CL:1000484	Purkinje myocyte of atrioventricular bundle	<http://purl.obolibrary.org/obo/CL_1000484>
CL:1000479	Purkinje myocyte of atrioventricular node	<http://purl.obolibrary.org/obo/CL_1000479>
CL:1000483	Purkinje myocyte of internodal tract	<http://purl.obolibrary.org/obo/CL_1000483>
CL:1000376	Purkinje myocyte of interventricular septum	<http://purl.obolibrary.org/obo/CL_1000376>
CL:4030054	RXFP1-positive interface island D1-medium spiny neuron	<http://purl.obolibrary.org/obo/CL_4030054>
CL:0003050	S cone cell	<http://purl.obolibrary.org/obo/CL_0003050>
CL:0002464	SIRPa-negative adipose dendritic cell	<http://purl.obolibrary.org/obo/CL_0002464>
CL:0002463	SIRPa-positive adipose dendritic cell	<http://purl.obolibrary.org/obo/CL_0002463>
CL:0002573	Schwann cell	<http://purl.obolibrary.org/obo/CL_0002573>
CL:0002375	Schwann cell precursor	<http://purl.obolibrary.org/obo/CL_0002375>
CL:0000216	Sertoli cell	<http://purl.obolibrary.org/obo/CL_0000216>
CL:0002035	Slamf1-negative multipotent progenitor cell	<http://purl.obolibrary.org/obo/CL_0002035>
CL:0002036	Slamf1-positive multipotent progenitor cell	<http://purl.obolibrary.org/obo/CL_0002036>
CL:0007017	Stiftchenzellen	<http://purl.obolibrary.org/obo/CL_0007017>
CL:4023086	T Martinotti neuron	<http://purl.obolibrary.org/obo/CL_4023086>
CL:0000084	T cell	<http://purl.obolibrary.org/obo/CL_0000084>
CL:0009051	T cell of anorectum	<http://purl.obolibrary.org/obo/CL_0009051>
CL:0009031	T cell of appendix	<http://purl.obolibrary.org/obo/CL_0009031>
CL:0009046	T cell of medullary sinus of lymph node	<http://purl.obolibrary.org/obo/CL_0009046>
CL:0009105	T cell zone reticular cell	<http://purl.obolibrary.org/obo/CL_0009105>
CL:0002038	T follicular helper cell	<http://purl.obolibrary.org/obo/CL_0002038>
CL:0009113	T follicular regulatory cell	<http://purl.obolibrary.org/obo/CL_0009113>
CL:0000545	T-helper 1 cell	<http://purl.obolibrary.org/obo/CL_0000545>
CL:0000899	T-helper 17 cell	<http://purl.obolibrary.org/obo/CL_0000899>
CL:0000546	T-helper 2 cell	<http://purl.obolibrary.org/obo/CL_0000546>
CL:0001042	T-helper 22 cell	<http://purl.obolibrary.org/obo/CL_0001042>
CL:0002061	T-helper 9 cell	<http://purl.obolibrary.org/obo/CL_0002061>
CL:0000958	T1 B cell	<http://purl.obolibrary.org/obo/CL_0000958>
CL:0000959	T2 B cell	<http://purl.obolibrary.org/obo/CL_0000959>
CL:0000960	T3 B cell	<http://purl.obolibrary.org/obo/CL_0000960>
CL:4042002	TAC3-positive medium spiny neuron	<http://purl.obolibrary.org/obo/CL_4042002>
CL:4042001	TAC3-positive striatal interneuron	<http://purl.obolibrary.org/obo/CL_4042001>
CL:4030058	TCR-positive macrophage	<http://purl.obolibrary.org/obo/CL_4030058>
CL:0000917	Tc1 cell	<http://purl.obolibrary.org/obo/CL_0000917>
CL:0002128	Tc17 cell	<http://purl.obolibrary.org/obo/CL_0002128>
CL:0000918	Tc2 cell	<http://purl.obolibrary.org/obo/CL_0000918>
CL:0000901	Tr1 cell	<http://purl.obolibrary.org/obo/CL_0000901>
CL:0003051	UV cone cell	<http://purl.obolibrary.org/obo/CL_0003051>
CL:0000494	UV sensitive photoreceptor cell	<http://purl.obolibrary.org/obo/CL_0000494>
CL:4023016	VIP GABAergic cortical interneuron	<http://purl.obolibrary.org/obo/CL_4023016>
CL:4042015	VIP-ChAT interneuron	<http://purl.obolibrary.org/obo/CL_4042015>
CL:0002411	"Vgamma1.1-positive, Vdelta6.3-negative thymocyte"	<http://purl.obolibrary.org/obo/CL_0002411>
CL:0002412	"Vgamma1.1-positive, Vdelta6.3-positive thymocyte"	<http://purl.obolibrary.org/obo/CL_0002412>
CL:0002514	Vgamma5-negative CD8-alpha alpha positive gamma-delta intraepithelial T cell	<http://purl.obolibrary.org/obo/CL_0002514>
CL:0002513	Vgamma5-positive CD8-alpha alpha positive gamma-delta intraepithelial T cell	<http://purl.obolibrary.org/obo/CL_0002513>
CL:0004240	WF1 amacrine cell	<http://purl.obolibrary.org/obo/CL_0004240>
CL:0004241	WF2 amacrine cell	<http://purl.obolibrary.org/obo/CL_0004241>
CL:0004242	WF3-1 amacrine cell	<http://purl.obolibrary.org/obo/CL_0004242>
CL:0004243	WF3-2 amacrine cell	<http://purl.obolibrary.org/obo/CL_0004243>
CL:0004244	WF4 amacrine cell	<http://purl.obolibrary.org/obo/CL_0004244>
CL:0002291	X chromosome-bearing sperm cell	<http://purl.obolibrary.org/obo/CL_0002291>
CL:0002290	Y chromosome-bearing sperm cell	<http://purl.obolibrary.org/obo/CL_0002290>
CL:0001061	abnormal cell	<http://purl.obolibrary.org/obo/CL_0001061>
CL:0000212	absorptive cell	<http://purl.obolibrary.org/obo/CL_0000212>
CL:0000204	acceleration receptive cell	<http://purl.obolibrary.org/obo/CL_0000204>
CL:0000638	acidophil cell of pars distalis of adenohypophysis	<http://purl.obolibrary.org/obo/CL_0000638>
CL:0000622	acinar cell	<http://purl.obolibrary.org/obo/CL_0000622>
CL:0002623	acinar cell of salivary gland	<http://purl.obolibrary.org/obo/CL_0002623>
CL:0000928	"activated CD4-negative, CD8-negative type I NK T cell"	<http://purl.obolibrary.org/obo/CL_0000928>
CL:0000925	activated CD4-positive type I NK T cell	<http://purl.obolibrary.org/obo/CL_0000925>
CL:0001048	"activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell, human"	<http://purl.obolibrary.org/obo/CL_0001048>
CL:0000896	"activated CD4-positive, alpha-beta T cell"	<http://purl.obolibrary.org/obo/CL_0000896>
CL:0001043	"activated CD4-positive, alpha-beta T cell, human"	<http://purl.obolibrary.org/obo/CL_0001043>
CL:0000906	"activated CD8-positive, alpha-beta T cell"	<http://purl.obolibrary.org/obo/CL_0000906>
CL:0001049	"activated CD8-positive, alpha-beta T cell, human"	<http://purl.obolibrary.org/obo/CL_0001049>
CL:0008016	activated skeletal muscle satellite cell	<http://purl.obolibrary.org/obo/CL_0008016>
CL:0000931	activated type II NK T cell	<http://purl.obolibrary.org/obo/CL_0000931>
CL:0002141	active chief cell of parathyroid gland	<http://purl.obolibrary.org/obo/CL_0002141>
CL:0007016	adaxial cell	<http://purl.obolibrary.org/obo/CL_0007016>
CL:0000136	adipocyte	<http://purl.obolibrary.org/obo/CL_0000136>
CL:0002617	adipocyte of breast	<http://purl.obolibrary.org/obo/CL_0002617>
CL:1000311	adipocyte of epicardial fat of left ventricle	<http://purl.obolibrary.org/obo/CL_1000311>
CL:1000310	adipocyte of epicardial fat of right ventricle	<http://purl.obolibrary.org/obo/CL_1000310>
CL:0002615	adipocyte of omentum tissue	<http://purl.obolibrary.org/obo/CL_0002615>
CL:0002462	adipose dendritic cell	<http://purl.obolibrary.org/obo/CL_0002462>
CL:0002477	adipose macrophage	<http://purl.obolibrary.org/obo/CL_0002477>
CL:2000072	adipose microvascular endothelial cell	<http://purl.obolibrary.org/obo/CL_2000072>
CL:1000427	adrenal cortex chromaffin cell	<http://purl.obolibrary.org/obo/CL_1000427>
CL:1001601	adrenal gland glandular cell	<http://purl.obolibrary.org/obo/CL_1001601>
CL:0000336	adrenal medulla chromaffin cell	<http://purl.obolibrary.org/obo/CL_0000336>
CL:0000109	adrenergic neuron	<http://purl.obolibrary.org/obo/CL_0000109>
CL:0000467	adrenocorticotropic hormone secreting cell	<http://purl.obolibrary.org/obo/CL_0000467>
CL:0002619	adult endothelial progenitor cell	<http://purl.obolibrary.org/obo/CL_0002619>
CL:0008017	adult skeletal muscle myoblast	<http://purl.obolibrary.org/obo/CL_0008017>
CL:0002503	adventitial cell	<http://purl.obolibrary.org/obo/CL_0002503>
CL:4052030	adventitial fibroblast	<http://purl.obolibrary.org/obo/CL_4052030>
CL:0000526	afferent neuron	<http://purl.obolibrary.org/obo/CL_0000526>
CL:4033094	age-associated B cell	<http://purl.obolibrary.org/obo/CL_4033094>
CL:4033023	airway submucosal gland collecting duct epithelial cell	<http://purl.obolibrary.org/obo/CL_4033023>
CL:4033024	airway submucosal gland duct basal cell	<http://purl.obolibrary.org/obo/CL_4033024>
CL:4033055	airway submucosal gland duct multiciliated cell	<http://purl.obolibrary.org/obo/CL_4033055>
CL:0007021	alarm substance cell	<http://purl.obolibrary.org/obo/CL_0007021>
CL:0000435	alkali secreting cell	<http://purl.obolibrary.org/obo/CL_0000435>
CL:0008038	alpha motor neuron	<http://purl.obolibrary.org/obo/CL_0008038>
CL:0000789	alpha-beta T cell	<http://purl.obolibrary.org/obo/CL_0000789>
CL:0000797	alpha-beta intraepithelial T cell	<http://purl.obolibrary.org/obo/CL_0000797>
CL:4042017	alpha1-tanycyte	<http://purl.obolibrary.org/obo/CL_4042017>
CL:4042018	alpha2-tanycyte	<http://purl.obolibrary.org/obo/CL_4042018>
CL:0000890	alternatively activated macrophage	<http://purl.obolibrary.org/obo/CL_0000890>
CL:4028006	alveolar adventitial fibroblast	<http://purl.obolibrary.org/obo/CL_4028006>
CL:4028002	alveolar capillary type 1 endothelial cell	<http://purl.obolibrary.org/obo/CL_4028002>
CL:4028003	alveolar capillary type 2 endothelial cell	<http://purl.obolibrary.org/obo/CL_4028003>
CL:0000583	alveolar macrophage	<http://purl.obolibrary.org/obo/CL_0000583>
CL:4028004	alveolar type 1 fibroblast cell	<http://purl.obolibrary.org/obo/CL_4028004>
CL:0000561	amacrine cell	<http://purl.obolibrary.org/obo/CL_0000561>
CL:0000059	ameloblast	<http://purl.obolibrary.org/obo/CL_0000059>
CL:0000568	amine precursor uptake and decarboxylation cell	<http://purl.obolibrary.org/obo/CL_0000568>
CL:0002323	amniocyte	<http://purl.obolibrary.org/obo/CL_0002323>
CL:0002537	amnion mesenchymal stem cell	<http://purl.obolibrary.org/obo/CL_0002537>
CL:0002640	amniotic epithelial stem cell	<http://purl.obolibrary.org/obo/CL_0002640>
CL:0002639	amniotic stem cell	<http://purl.obolibrary.org/obo/CL_0002639>
CL:0000732	amoeboid cell	<http://purl.obolibrary.org/obo/CL_0000732>
CL:0011015	amoeboid sperm cell	<http://purl.obolibrary.org/obo/CL_0011015>
CL:4023039	amygdala excitatory neuron	<http://purl.obolibrary.org/obo/CL_4023039>
CL:4023110	amygdala pyramidal neuron	<http://purl.obolibrary.org/obo/CL_4023110>
CL:0002219	anchoring trophoblast	<http://purl.obolibrary.org/obo/CL_0002219>
CL:0000511	androgen binding protein secreting cell	<http://purl.obolibrary.org/obo/CL_0000511>
CL:0000593	androgen secreting cell	<http://purl.obolibrary.org/obo/CL_0000593>
CL:0000566	angioblastic mesenchymal cell	<http://purl.obolibrary.org/obo/CL_0000566>
CL:4047012	angiogenic pericyte	<http://purl.obolibrary.org/obo/CL_4047012>
CL:0000365	animal zygote	<http://purl.obolibrary.org/obo/CL_0000365>
CL:0002602	annulus pulposus cell	<http://purl.obolibrary.org/obo/CL_0002602>
CL:0009057	anorectum goblet cell	<http://purl.obolibrary.org/obo/CL_0009057>
CL:0009048	anorectum macrophage	<http://purl.obolibrary.org/obo/CL_0009048>
CL:2000048	anterior horn motor neuron	<http://purl.obolibrary.org/obo/CL_2000048>
CL:0002223	anterior lens cell	<http://purl.obolibrary.org/obo/CL_0002223>
CL:2000075	anterior visceral endoderm cell	<http://purl.obolibrary.org/obo/CL_2000075>
CL:0000946	antibody secreting cell	<http://purl.obolibrary.org/obo/CL_0000946>
CL:0000225	anucleate cell	<http://purl.obolibrary.org/obo/CL_0000225>
CL:0002544	aortic endothelial cell	<http://purl.obolibrary.org/obo/CL_0002544>
CL:0002539	aortic smooth muscle cell	<http://purl.obolibrary.org/obo/CL_0002539>
CL:0000033	apocrine cell	<http://purl.obolibrary.org/obo/CL_0000033>
CL:0000445	apoptosis fated cell	<http://purl.obolibrary.org/obo/CL_0000445>
CL:1001585	appendix glandular cell	<http://purl.obolibrary.org/obo/CL_1001585>
CL:1000327	appendix goblet cell	<http://purl.obolibrary.org/obo/CL_1000327>
CL:0009036	appendix macrophage	<http://purl.obolibrary.org/obo/CL_0009036>
CL:4023097	arachnoid barrier cell	<http://purl.obolibrary.org/obo/CL_4023097>
CL:1001135	arcuate artery cell	<http://purl.obolibrary.org/obo/CL_1001135>
CL:1001213	arcuate artery endothelial cell	<http://purl.obolibrary.org/obo/CL_1001213>
CL:1001214	arcuate artery smooth muscle cell	<http://purl.obolibrary.org/obo/CL_1001214>
CL:4023127	arcuate nucleus of hypothalamus KNDy neuron	<http://purl.obolibrary.org/obo/CL_4023127>
CL:1001142	arcuate vein cell	<http://purl.obolibrary.org/obo/CL_1001142>
CL:1001220	arcuate vein endothelial cell	<http://purl.obolibrary.org/obo/CL_1001220>
CL:1001221	arcuate vein smooth muscle cell	<http://purl.obolibrary.org/obo/CL_1001221>
CL:1001607	articular chondrocyte	<http://purl.obolibrary.org/obo/CL_1001607>
CL:2000007	articular chondrocyte of knee joint	<http://purl.obolibrary.org/obo/CL_2000007>
CL:0000127	astrocyte	<http://purl.obolibrary.org/obo/CL_0000127>
CL:0002603	astrocyte of the cerebellum	<http://purl.obolibrary.org/obo/CL_0002603>
CL:0002605	astrocyte of the cerebral cortex	<http://purl.obolibrary.org/obo/CL_0002605>
CL:0012000	astrocyte of the forebrain	<http://purl.obolibrary.org/obo/CL_0012000>
CL:0002606	astrocyte of the spinal cord	<http://purl.obolibrary.org/obo/CL_0002606>
CL:4042022	astrocyte-restricted precursor	<http://purl.obolibrary.org/obo/CL_4042022>
CL:0004238	asymmetric bistratified amacrine cell	<http://purl.obolibrary.org/obo/CL_0004238>
CL:4033089	atretic follicular cell of ovary	<http://purl.obolibrary.org/obo/CL_4033089>
CL:4033090	atretic granulosa cell	<http://purl.obolibrary.org/obo/CL_4033090>
CL:4052027	atretic theca cell	<http://purl.obolibrary.org/obo/CL_4052027>
CL:0010005	atrioventricular bundle cell	<http://purl.obolibrary.org/obo/CL_0010005>
