Permissible Values	Label	NCIT	ICD10CM	ICD9	ICD-O_3.1
MONDO:0001577	respiratory syncytial virus infectious disease	NCIT:C3354			
MONDO:0001580	lacrimal duct cancer	NCIT:C175319			
MONDO:0001586	mucopolysaccharidosis type 1	NCIT:C85053			
MONDO:0001590	quadriplegia	NCIT:C50721			
MONDO:0001592	prolapse of female genital organ		ICD10CM:N81		
MONDO:0001595	choreatic disease	NCIT:C84633			
MONDO:0001598	benign lymphoepithelial lesion of salivary gland	NCIT:C3949			
MONDO:0001602	labia minora carcinoma	NCIT:C9364			
MONDO:0001606	central nervous system leukemia	NCIT:C5440			
MONDO:0001608	vagus nerve neoplasm	NCIT:C5831			
MONDO:0001609	agranulocytosis	NCIT:C2863	ICD10CM:D70		
MONDO:0001612	carotid stenosis	NCIT:C95804			
MONDO:0001615	epidemic keratoconjunctivitis	NCIT:C34590			
MONDO:0001617	transient global amnesia	NCIT:C85198			
MONDO:0001620	louse-borne relapsing fever	NCIT:C128426			
MONDO:0001621	tick-borne relapsing fever	NCIT:C34976			
MONDO:0001627	dementia	NCIT:C4786			
MONDO:0001628	tinea unguium	NCIT:C112214			
MONDO:0001630	branch retinal artery occlusion	NCIT:C34436			
MONDO:0001631	vertebral artery insufficiency	NCIT:C35123			
MONDO:0001633	central retinal artery occlusion	NCIT:C34456			
MONDO:0001634	bladder leiomyoma	NCIT:C6178			
MONDO:0001635	bladder squamous papilloma	NCIT:C39834			
MONDO:0001641	severe pre-eclampsia	NCIT:C112843			
MONDO:0001644	acute proliferative glomerulonephritis	NCIT:C35443			
MONDO:0001645	crescentic glomerulonephritis	NCIT:C35444			
MONDO:0001648	esophageal candidiasis	NCIT:C27027			
MONDO:0001649	fungal esophagitis	NCIT:C27107			
MONDO:0001650	acute cystitis	NCIT:C26934			
MONDO:0001651	scrotum squamous cell carcinoma	NCIT:C4643			
MONDO:0001652	scrotum melanoma	NCIT:C7361			
MONDO:0001653	prepuce cancer	NCIT:C194356			
MONDO:0001654	spermatic cord cancer	NCIT:C3559			
MONDO:0001656	megaesophagus	NCIT:C34811			
MONDO:0001657	brain cancer	NCIT:C3568		ICD9:191	
MONDO:0001658	nontoxic goiter	NCIT:C35271			
MONDO:0001660	proliferative diabetic retinopathy	NCIT:C84457			
MONDO:0001661	background diabetic retinopathy	NCIT:C35668			
MONDO:0001671	mucocele of appendix	NCIT:C3241			
MONDO:0001672	bronchus cancer	NCIT:C156885			
MONDO:0001673	diarrheal disease	NCIT:C2987			
MONDO:0001680	vaginal mullerian papilloma	NCIT:C40255			
MONDO:0001683	pancreatic mucinous ductal ectasia	NCIT:C5717			
MONDO:0001684	exocrine pancreatic insufficiency	NCIT:C84316			
MONDO:0001692	pedophilia	NCIT:C94355			
MONDO:0001700	megaloblastic anemia	NCIT:C34382			
MONDO:0001702	labia majora carcinoma	NCIT:C9363			
MONDO:0001703	color vision disorder	NCIT:C3891			
MONDO:0001704	vaginal glandular neoplasm	NCIT:C40250			
MONDO:0001705	pure red-cell aplasia	NCIT:C34974			
MONDO:0001706	cerebral sarcoidosis	NCIT:C35441			
MONDO:0001707	cardiac sarcoidosis	NCIT:C35589			
MONDO:0001708	pulmonary sarcoidosis	NCIT:C34997			
MONDO:0001709	hypercalcemic sarcoidosis	NCIT:C35807			
MONDO:0001711	hepatic encephalopathy	NCIT:C79596			
MONDO:0001718	scleritis	NCIT:C119046			
MONDO:0001724	supraglottis cancer	NCIT:C3545			
MONDO:0001725	balanitis xerotica obliterans	NCIT:C3523			
MONDO:0001731	benign vaginal mixed epithelial and mesenchymal neoplasm	NCIT:C40275			
MONDO:0001732	trigonitis	NCIT:C123175			
MONDO:0001734	tuberous sclerosis	NCIT:C3424			
MONDO:0001735	paranasal sinus disorder	NCIT:C26843			
MONDO:0001737	tetanus neonatorum	NCIT:C116814	ICD10CM:A33		
MONDO:0001740	cornea squamous cell carcinoma	NCIT:C4552			
MONDO:0001741	hyperparathyroidism	NCIT:C48259			
MONDO:0001743	paranasal sinus lymphoma	NCIT:C6068			
MONDO:0001748	maxillary sinus carcinoma	NCIT:C3540			
MONDO:0001754	eclampsia	NCIT:C87167	ICD10CM:O15		
MONDO:0001756	frontal sinus cancer	NCIT:C3542			
MONDO:0001757	frontal sinus neoplasm	NCIT:C4419			
MONDO:0001758	paranasal sinus sarcoma	NCIT:C6849			
MONDO:0001760	photokeratitis	NCIT:C118750			
MONDO:0001761	favism	NCIT:C34607			
MONDO:0001763	ethmoid sinus cancer	NCIT:C3541			
MONDO:0001764	ethmoidal sinus neoplasm	NCIT:C4416			
MONDO:0001778	dermoid cyst of skin	NCIT:C4632			
MONDO:0001779	vaginal squamous papilloma	NCIT:C6374			
MONDO:0001780	premature ejaculation	NCIT:C94349			
MONDO:0001781	uterine corpus adenomatoid tumor	NCIT:C27250			
MONDO:0001783	endometrial stromal nodule	NCIT:C4262			8930/0
MONDO:0001789	neurofibroma of spinal cord	NCIT:C5145			
MONDO:0001790	spinal cord lipoma	NCIT:C4619			
MONDO:0001794	Pthirus pubis infestation	NCIT:C35777			
MONDO:0001795	plantar wart	NCIT:C26913			
MONDO:0001797	chancroid		ICD10CM:A57		
MONDO:0001806	vaginal squamous tumor	NCIT:C40242			
MONDO:0001810	hypoglossal nerve disorder	NCIT:C26954			
MONDO:0001811	tetanic cataract	NCIT:C35068			
MONDO:0001821	hypoactive sexual desire disorder	NCIT:C94337			
MONDO:0001823	sick sinus syndrome	NCIT:C62244			
MONDO:0001824	polyneuropathy	NCIT:C26951			
MONDO:0001825	squamous papilloma	NCIT:C3712			8052/0
MONDO:0001828	acquired color blindness	NCIT:C118712			
MONDO:0001832	bacterial esophagitis	NCIT:C27106			
MONDO:0001834	visual pathway disorder	NCIT:C35342			
MONDO:0001836	amenorrhea	NCIT:C61443			
MONDO:0001841	uterine corpus epithelioid leiomyoma	NCIT:C40164			
MONDO:0001842	uterine corpus dissecting leiomyoma	NCIT:C40172			
MONDO:0001844	uterine corpus myxoid leiomyoma	NCIT:C40166			
MONDO:0001845	uterine corpus lipoleiomyoma	NCIT:C40168			
MONDO:0001846	uterine corpus bizarre leiomyoma	NCIT:C40167			
MONDO:0001852	small intestine lymphoma	NCIT:C4007			
MONDO:0001854	lacrimal apparatus disorder	NCIT:C26809		ICD9:375	
MONDO:0001858	Tietze syndrome	NCIT:C168333			
MONDO:0001868	primary angle-closure glaucoma	NCIT:C34640			
MONDO:0001870	acute poststreptococcal glomerulonephritis	NCIT:C35443			
MONDO:0001871	acute diffuse glomerulonephritis	NCIT:C35587			
MONDO:0001875	epicondylitis	NCIT:C34589			
MONDO:0001879	anus cancer	NCIT:C7379			
MONDO:0001881	toxic shock syndrome	NCIT:C35498			
MONDO:0001884	abducens nerve neoplasm	NCIT:C5826			
MONDO:0001888	anus lymphoma	NCIT:C5601			
MONDO:0001889	ovarian dysfunction	NCIT:C113351	ICD10CM:E28		
MONDO:0001892	spinal cord lymphoma	NCIT:C5157			
MONDO:0001893	spinal cord melanoma	NCIT:C5158			
MONDO:0001894	spinal cord sarcoma	NCIT:C5152			
MONDO:0001896	obstructive hydrocephalus	NCIT:C116347			
MONDO:0001898	optic choroid disorder	NCIT:C34468			
MONDO:0001901	selective IgG subclass deficiency	NCIT:C27024			
MONDO:0001907	adult dermatomyositis	NCIT:C27313			
MONDO:0001910	ochronosis disorder	NCIT:C84938			
MONDO:0001920	chronic purulent otitis media	NCIT:C128386			
MONDO:0001922	pyoureter	NCIT:C35666			
MONDO:0001926	ureteral disorder	NCIT:C27148			
MONDO:0001927	pulmonary valve insufficiency	NCIT:C50848			
MONDO:0001928	suppurative cholangitis	NCIT:C35336			
MONDO:0001929	ascending cholangitis	NCIT:C35372			
MONDO:0001930	acute cholangitis	NCIT:C35334			
MONDO:0001931	pericholangitis	NCIT:C34916			
MONDO:0001933	endocrine pancreas disorder	NCIT:C27067		ICD9:251	
MONDO:0001938	vulvar dystrophy	NCIT:C34565			
MONDO:0001939	skin epithelioid hemangioma	NCIT:C7393			
MONDO:0001941	blindness (disorder)	NCIT:C97109	ICD10CM:H54	ICD9:369	
MONDO:0001942	generalized anxiety disorder	NCIT:C92622			
MONDO:0001943	Plasmodium malariae malaria	NCIT:C34799	ICD10CM:B52		
MONDO:0001945	postencephalitic Parkinson disease	NCIT:C34898			
MONDO:0001947	suppurative thyroiditis	NCIT:C129724			
MONDO:0001951	Norwegian scabies	NCIT:C34855			
MONDO:0001956	capillary leak syndrome	NCIT:C62578			
MONDO:0001967	gonadal dysgenesis	NCIT:C61420			
MONDO:0001971	farmer's lung disease	NCIT:C34605			
MONDO:0001974	hemangioma of orbit	NCIT:C6245			
MONDO:0001975	cavernous hemangioma of orbit	NCIT:C4546			
MONDO:0001977	ureteral lymphoma	NCIT:C6175			
MONDO:0001978	regional ureteric cancer	NCIT:C9356			
MONDO:0001979	dumping syndrome	NCIT:C2994			
MONDO:0001982	Niemann-Pick disease	NCIT:C61269			
MONDO:0001985	partial arterial retinal occlusion	NCIT:C35192			
MONDO:0001990	malignant cardiac peripheral nerve sheath neoplasm	NCIT:C5367			
MONDO:0001991	malignant cardiac germ cell tumor	NCIT:C5371			
MONDO:0001992	rete testis adenocarcinoma	NCIT:C8955			
MONDO:0001993	seminal vesicle adenocarcinoma	NCIT:C39906			
MONDO:0001994	sphenoidal sinus cancer	NCIT:C3543			
MONDO:0001995	sphenoid sinus squamous cell carcinoma	NCIT:C6066			
MONDO:0002008	labyrinthitis	NCIT:C128369			
MONDO:0002009	major depressive disorder	NCIT:C35094			
MONDO:0002012	methylmalonic acidemia	NCIT:C98986			
MONDO:0002013	lymphangioma	NCIT:C8965			9170/0
MONDO:0002017	olivopontocerebellar atrophy	NCIT:C84947			
MONDO:0002021	gingival disorder	NCIT:C173795			
MONDO:0002025	psychiatric disorder	NCIT:C2893			
MONDO:0002026	candidiasis	NCIT:C26711	ICD10CM:B37	ICD9:112	
MONDO:0002027	avoidant personality disorder	NCIT:C92636			
MONDO:0002028	personality disorder	NCIT:C34922			
MONDO:0002030	chronic cervicitis	NCIT:C27057			
MONDO:0002032	colon carcinoma	NCIT:C4910			
MONDO:0002033	cecum cancer	NCIT:C9329			
MONDO:0002034	cecum lymphoma	NCIT:C5515			
MONDO:0002035	colon lymphoma	NCIT:C4793			
MONDO:0002036	penile disorder	NCIT:C26846			
MONDO:0002037	pleural disorder	NCIT:C26859			
MONDO:0002038	head and neck carcinoma	NCIT:C35850			
MONDO:0002039	cognitive disorder	NCIT:C92196			
MONDO:0002040	dermatomycosis			ICD9:111	
MONDO:0002041	fungal infectious disease	NCIT:C3245			
MONDO:0002045	communicating hydrocephalus	NCIT:C34501			
MONDO:0002048	thrombocytopenia due to immune destruction	NCIT:C3991			
MONDO:0002049	thrombocytopenia	NCIT:C3408			
MONDO:0002050	depressive disorder	NCIT:C2982	ICD10CM:F32	ICD9:311	
MONDO:0002052	lymphadenitis	NCIT:C26821		ICD9:683	
MONDO:0002055	benign eccrine breast spiradenoma	NCIT:C5193			
MONDO:0002056	breast fibroadenoma	NCIT:C3744			9010/0
MONDO:0002057	breast leiomyoma	NCIT:C40399			
MONDO:0002058	breast adenoma	NCIT:C40382			
MONDO:0002060	intraductal papilloma	NCIT:C3785			8503/0
MONDO:0002061	intraductal papillary breast neoplasm	NCIT:C36090			
MONDO:0002062	breast myofibroblastoma	NCIT:C40397			
MONDO:0002063	obsolete breast papillomatosis	NCIT:C6977			
MONDO:0002064	breast angiomatosis	NCIT:C40381			
MONDO:0002065	benign breast adenomyoepithelioma	NCIT:C5144			
MONDO:0002066	breast adenomyoepithelioma	NCIT:C6899			
MONDO:0002070	ventricular septal defect	NCIT:C84506			
MONDO:0002071	supratentorial cancer	NCIT:C4964			
MONDO:0002072	melanotic neuroectodermal tumor	NCIT:C3717			9363/0
MONDO:0002073	malignant pineal area germ cell neoplasm	NCIT:C6767			
MONDO:0002074	Behcet syndrome arthropathy	NCIT:C35225			
MONDO:0002076	pneumothorax	NCIT:C38006			
MONDO:0002078	heart septal defect	NCIT:C84482			
MONDO:0002081	musculoskeletal system disorder	NCIT:C107377			
MONDO:0002082	endocrine gland neoplasm	NCIT:C3010			
MONDO:0002083	Richter syndrome	NCIT:C35424			
MONDO:0002086	clear cell acanthoma	NCIT:C97041			
MONDO:0002087	peritoneum cancer	NCIT:C3538			
MONDO:0002088	partial retinal vein occlusion	NCIT:C35341			
MONDO:0002089	retinal vascular occlusion	NCIT:C34980	ICD10CM:H34		
MONDO:0002090	eccrine sweat gland neoplasm	NCIT:C6796			
MONDO:0002092	small intestine leiomyoma	NCIT:C7725			
MONDO:0002093	acanthoma	NCIT:C7419			
MONDO:0002095	vascular cancer	NCIT:C8538			
MONDO:0002096	malignant conjunctival melanoma	NCIT:C4550			
MONDO:0002098	facial nerve disorder	NCIT:C27594	ICD10CM:G51	ICD9:351	
MONDO:0002100	cardiovascular cancer	NCIT:C114940			
MONDO:0002101	facial nerve neoplasm	NCIT:C5827			
MONDO:0002102	cheilitis	NCIT:C79545			
MONDO:0002103	factitious disorder	NCIT:C92198			
MONDO:0002108	thyroid cancer	NCIT:C7510		ICD9:193	
MONDO:0002109	pituitary cancer	NCIT:C4769			
MONDO:0002110	adrenal rest tumor	NCIT:C2860			8671/0
MONDO:0002112	benign peritoneal mesothelioma	NCIT:C7354			
MONDO:0002113	peritoneal carcinoma	NCIT:C40022			
MONDO:0002114	pancreas lymphoma	NCIT:C5714			
MONDO:0002116	malignant exocrine pancreas neoplasm	NCIT:C7430			
MONDO:0002117	pancreas sarcoma	NCIT:C5715			
MONDO:0002118	urinary system disorder	NCIT:C3430			
MONDO:0002119	ossifying fibroma	NCIT:C173820			
MONDO:0002120	neuroendocrine carcinoma	NCIT:C3773			8246/3
MONDO:0002122	neuritis	NCIT:C116381			
MONDO:0002123	calcinosis	NCIT:C3672			
MONDO:0002125	status epilepticus	NCIT:C85079			
MONDO:0002127	urethral stricture	NCIT:C79821			
MONDO:0002128	mononeuritis multiplex	NCIT:C70938			
MONDO:0002129	bone cancer	NCIT:C4016			
MONDO:0002132	skull cancer	NCIT:C155790			
MONDO:0002133	chronic rheumatic pericarditis			ICD9:393	
MONDO:0002135	optic nerve disorder	NCIT:C79698			
MONDO:0002140	vagina sarcoma	NCIT:C7737			
MONDO:0002141	cutaneous undifferentiated pleomorphic sarcoma	NCIT:C5576			
MONDO:0002142	undifferentiated pleomorphic sarcoma	NCIT:C114541			
MONDO:0002143	vaginal yolk sac tumor	NCIT:C6379			
MONDO:0002145	disorder of sexual differentiation	NCIT:C103186			
MONDO:0002146	hypogonadism	NCIT:C9227			
MONDO:0002149	reproductive system cancer	NCIT:C36076			
MONDO:0002153	telogen effluvium	NCIT:C112200			
MONDO:0002154	trichomoniasis	NCIT:C35720	ICD10CM:A59	ICD9:131	
MONDO:0002155	cholecystitis	NCIT:C34465			
MONDO:0002156	fallopian tube disorder	NCIT:C26771			
MONDO:0002158	fallopian tube cancer	NCIT:C7480			
MONDO:0002159	fallopian tube leiomyosarcoma	NCIT:C40128			
MONDO:0002162	fallopian tube adenosarcoma	NCIT:C40125			
MONDO:0002163	thymus lipoma	NCIT:C6452			
MONDO:0002165	rectal neoplasm	NCIT:C3350			
MONDO:0002166	rectum lymphoma	NCIT:C5553			
MONDO:0002167	rectum malignant melanoma	NCIT:C4640			
MONDO:0002168	rectum sarcoma	NCIT:C5548			
MONDO:0002169	rectum adenocarcinoma	NCIT:C9383			
MONDO:0002171	giant cell tumor	NCIT:C3055			925
MONDO:0002173	neuroma	NCIT:C3275			9570/0
MONDO:0002178	placenta cancer	NCIT:C3555		ICD9:181	
MONDO:0002181	exostosis	NCIT:C3029			
MONDO:0002182	communication disorder	NCIT:C2958			
MONDO:0002185	hyperostosis	NCIT:C34712			
MONDO:0002187	vulvar disease	NCIT:C27631			
MONDO:0002188	vulvar nodular hidradenoma	NCIT:C40312			
MONDO:0002189	nodular hidradenoma	NCIT:C7568			8402/0
MONDO:0002190	vulvar syringoma	NCIT:C40311			
MONDO:0002191	syringoma	NCIT:C3761			8407/0
MONDO:0002192	vulvar angiokeratoma	NCIT:C8596			
MONDO:0002193	Bartholin gland benign neoplasm	NCIT:C6434			
MONDO:0002194	vestibular papilloma	NCIT:C6376			
MONDO:0002195	vulvar squamous neoplasm	NCIT:C40283			
MONDO:0002197	minor vestibular glands adenoma	NCIT:C40301			
MONDO:0002198	vulvar glandular neoplasm	NCIT:C40292			
MONDO:0002199	benign mixed tumor of the vulva	NCIT:C40302			
MONDO:0002200	eccrine mixed tumor of skin	NCIT:C4474			8940/0
MONDO:0002201	vulvar trichoepithelioma	NCIT:C40314			
MONDO:0002203	constipation disorder	NCIT:C37930			
MONDO:0002205	vulvar melanoma	NCIT:C40329			
MONDO:0002206	sweat gland cancer	NCIT:C4810			8400/3
MONDO:0002207	vulval Paget disease	NCIT:C4027			
MONDO:0002211	B cell deficiency	NCIT:C4799			
MONDO:0002214	brain germinoma	NCIT:C6284			
MONDO:0002216	brain sarcoma	NCIT:C5154			
MONDO:0002217	central nervous system sarcoma	NCIT:C5153			
MONDO:0002220	tooth hard tissue disease		ICD10CM:K03		
MONDO:0002221	urethral urothelial papilloma	NCIT:C5061			
MONDO:0002222	urethra leiomyoma	NCIT:C6171			
MONDO:0002223	ovarian malignant mesothelioma	NCIT:C40444			
MONDO:0002224	malignant ovarian cyst	NCIT:C3843			
MONDO:0002225	ovarian sarcoma	NCIT:C8267			
MONDO:0002227	ovarian lymphoma	NCIT:C40021			
MONDO:0002229	ovarian epithelial tumor	NCIT:C4381			
MONDO:0002230	ovarian Wilms tumor	NCIT:C40443			
MONDO:0002232	nasal cavity disorder	NCIT:C27102			
MONDO:0002234	vaginitis	NCIT:C26911			
MONDO:0002235	eyelid neoplasm	NCIT:C3031			
MONDO:0002236	ocular cancer	NCIT:C4767			
MONDO:0002242	coagulation protein disease	NCIT:C27215			
MONDO:0002243	hemorrhagic disease	NCIT:C115221			
MONDO:0002245	blood platelet disease	NCIT:C131634			
MONDO:0002247	factor X deficiency	NCIT:C131632			
MONDO:0002249	thrombocytosis disease	NCIT:C35530			
MONDO:0002250	basilar artery insufficiency	NCIT:C34413			
MONDO:0002251	hepatitis	NCIT:C3095		ICD9:570	
MONDO:0002252	granulomatous hepatitis	NCIT:C27015			
MONDO:0002253	spondylosis		ICD10CM:M47		
MONDO:0002254	syndromic disease	NCIT:C28193			
MONDO:0002256	cervix disorder	NCIT:C40241			
MONDO:0002258	pharyngitis	NCIT:C26851		ICD9:462	
MONDO:0002259	gonadal disorder	NCIT:C26786			
MONDO:0002260	hidradenitis	NCIT:C32132			
MONDO:0002261	keratopathy	NCIT:C27012			
MONDO:0002262	capillary lymphangioma	NCIT:C27509			
MONDO:0002263	female reproductive system disorder	NCIT:C27020			
MONDO:0002268	dyspepsia	NCIT:C26756			
MONDO:0002269	gastroenteritis	NCIT:C34632			
MONDO:0002270	viral gastritis	NCIT:C27184			
MONDO:0002271	colon adenocarcinoma	NCIT:C4349			
MONDO:0002272	polyclonal hypergammaglobulinemia	NCIT:C35885			
MONDO:0002274	monoclonal paraproteinemia disease	NCIT:C35878			
MONDO:0002275	generalized atherosclerosis	NCIT:C35767			
MONDO:0002277	arteriosclerosis disorder	NCIT:C34398		ICD9:440	
MONDO:0002278	benign colon neoplasm	NCIT:C2894			
MONDO:0002280	anemia	NCIT:C2869			
MONDO:0002281	macrocytic anemia	NCIT:C34381			
MONDO:0002283	neuroaxonal dystrophy	NCIT:C161542			
MONDO:0002286	renal artery disease	NCIT:C101254			
MONDO:0002287	glandular cystitis	NCIT:C39860			
MONDO:0002289	iris disorder	NCIT:C34737			
MONDO:0002290	clitoris cancer	NCIT:C3557			
MONDO:0002291	cutaneous granular cell tumor	NCIT:C5617			
MONDO:0002293	cutaneous ganglioneuroma	NCIT:C4481			
MONDO:0002295	skin glomus tumor	NCIT:C4491			
MONDO:0002297	epidermal appendage tumor	NCIT:C4463			
MONDO:0002298	cutaneous glomangioma	NCIT:C6750			
MONDO:0002299	glomangioma	NCIT:C4222			8712/0
MONDO:0002300	dermis tumor	NCIT:C4475			
MONDO:0002301	frontal sinus squamous cell carcinoma	NCIT:C6067			
MONDO:0002303	central retinal vein occlusion	NCIT:C118859			
MONDO:0002304	protein S deficiency	NCIT:C99026			
MONDO:0002305	thrombophilia	NCIT:C84479			
MONDO:0002307	blepharoconjunctivitis	NCIT:C34430			
MONDO:0002308	giant papillary conjunctivitis	NCIT:C34507			
MONDO:0002309	papillary conjunctivitis	NCIT:C35616			
MONDO:0002311	retinal vascular disorder	NCIT:C35170			
MONDO:0002312	opportunistic mycosis			ICD9:118	
MONDO:0002313	vernal conjunctivitis	NCIT:C34508			
MONDO:0002314	chronic conjunctivitis	NCIT:C35197			
MONDO:0002316	motor peripheral neuropathy	NCIT:C3500			
MONDO:0002318	trachea leiomyoma	NCIT:C6049			
MONDO:0002319	phosphorus metabolism disease	NCIT:C97095			
MONDO:0002320	congenital nervous system disorder	NCIT:C97172		ICD9:742	
MONDO:0002321	sensory peripheral neuropathy	NCIT:C3501			
MONDO:0002323	cherry hemangioma	NCIT:C4390			
MONDO:0002327	intracranial cavernous angioma	NCIT:C5432			
MONDO:0002328	intracranial hemangioma	NCIT:C3633			
MONDO:0002329	testicular disorder	NCIT:C26890			
MONDO:0002332	splenic disorder	NCIT:C35823	ICD10CM:D73		
MONDO:0002333	splenic abscess	NCIT:C35347			
MONDO:0002334	hematopoietic and lymphoid system neoplasm	NCIT:C35813			
MONDO:0002336	obsolete inflammatory and toxic neuropathy			ICD9:357	
MONDO:0002337	intra-abdominal hemangioma	NCIT:C3635			
MONDO:0002338	extratemporal epilepsy	NCIT:C7760			
MONDO:0002340	tactile epilepsy	NCIT:C4687			
MONDO:0002341	granulomatous angiitis	NCIT:C34653			
MONDO:0002343	splenic hemangioma	NCIT:C8541			
MONDO:0002345	cervicitis	NCIT:C26716			
MONDO:0002350	familial nephrotic syndrome	NCIT:C35337			
MONDO:0002351	glottis cancer	NCIT:C3544			
MONDO:0002352	larynx cancer	NCIT:C7484		ICD9:161	
MONDO:0002353	glottis neoplasm	NCIT:C4425			
MONDO:0002354	benign laryngeal neoplasm	NCIT:C3601			
MONDO:0002355	glottis carcinoma	NCIT:C4923			
MONDO:0002356	pancreas disorder	NCIT:C26842			
MONDO:0002358	laryngeal carcinoma	NCIT:C4855			
MONDO:0002359	periosteal chondroma	NCIT:C4302			9221/0
MONDO:0002360	chondroma	NCIT:C53459			9220/0
MONDO:0002362	serous surface papilloma	NCIT:C4181			8461/0
MONDO:0002363	papilloma	NCIT:C3713			8060/0
MONDO:0002365	kidney hemangiopericytoma	NCIT:C4527			
MONDO:0002366	autonomic nervous system neoplasm	NCIT:C5112			
MONDO:0002367	kidney cancer	NCIT:C7548			
MONDO:0002368	papillary serous cystadenocarcinoma	NCIT:C8377			8460/3
MONDO:0002369	cystadenoma	NCIT:C2972			8440/0
MONDO:0002370	ovarian Brenner tumor	NCIT:C3872			
MONDO:0002371	breast pericanalicular fibroadenoma	NCIT:C4272			9012/0
MONDO:0002372	ovarian monodermal and highly specialized teratoma	NCIT:C8113			
MONDO:0002373	benign mesothelioma	NCIT:C3234	ICD10CM:C45		9050/3
MONDO:0002375	sebaceous adenoma	NCIT:C4174			8410/0
MONDO:0002376	spleen angiosarcoma	NCIT:C4564			
MONDO:0002377	breast intracanalicular fibroadenoma	NCIT:C4271			9011/0
MONDO:0002378	dermoid cyst	NCIT:C9011			9084/0
MONDO:0002379	cystic teratoma	NCIT:C9014			9080/0
