PERMITTED_VALUE	LONG_NAME	DEFINITION
8212/0	Flat Adenoma	An adenoma of the gastrointestinal tract mucosa which grossly and morphologically does not appear as an elevated or polypoid lesion.
8213/0	Traditional Serrated Adenoma	An adenoma that arises from the large intestine and the appendix.  It is characterized by prominent serration of the glands and the presence of generalized low-grade dysplasia.
8213/3	Colorectal Serrated Adenocarcinoma	A rare, invasive colorectal adenocarcinoma characterized by the presence of a malignant infiltrate with serrated glandular architecture.
8214/3	Gastric Parietal Cell Adenocarcinoma	An adenocarcinoma of the stomach arising from the parietal cells. It is characterized by the presence of malignant cells with eosinophilic, finely granular cytoplasm.
8215/3	Anal Glands Adenocarcinoma	An anal adenocarcinoma arising from the epithelium of the anal glands.  The overlying anal mucosa does not show evidence of neoplastic changes.
8220/0	Adenomatous Polyposis Coli	An autosomal dominant disorder, characterized by the presence of multiple adenomas in the colon and rectum. It is caused by a germline mutation in the adenomatous polyposis coli (APC) gene which is located on the long arm of chromosome 5. The adenomas are most often tubular, and they have the tendency to progress to adenocarcinoma. They can occur throughout the colon, but they tend to concentrate in the rectum and sigmoid colon. The colorectal adenomas are detected during endoscopic examination between the age of 10 and 20 years. The adenomas increase in size and numbers with age, and there is usually progression of one or more adenomas to adenocarcinoma. The mean age of development of adenocarcinoma is about 40 years. Signs include rectal bleeding and mucousy diarrhea.
8220/3	Adenocarcinoma in Adenomatous Polyposis Coli	Adenocarcinomas developing in colorectal adenomas in patients with a history of adenomatous polyposis coli. The mean age of development of adenocarcinoma is about 40 years.
8221/0	Multiple Adenomatous Polyps	A condition in which multiple adenomas develop in the gastrointestinal tract.
8221/3	Adenocarcinoma in Multiple Adenomatous Polyps	Adenocarcinomas developing in gastrointestinal tract adenomas in patients with multiple adenomatous polyps.
8230/2	Ductal Breast Carcinoma In Situ, Solid Type	A ductal carcinoma in situ of the breast in which the tumor cells fill the ductal spaces as solid sheets.
8230/3	Solid Carcinoma	A carcinoma morphologically characterized by the presence of solid sheets of malignant epithelial cells in tissues.
8240/3	Digestive System Neuroendocrine Tumor	A well-differentiated neuroendocrine neoplasm of low, intermediate, or high grade arising from the digestive system. It is characterized by the presence of cells with features similar to those of the normal endocrine cells of the digestive system. The neoplastic cells express immunohistochemical evidence of neuroendocrine differentiation and hormones.
8241/3	Carcinoid Tumor	Carcinoid tumor, also known as well differentiated endocrine neoplasm, is a slow growing neuroendocrine tumor, composed of uniform, round, or polygonal cells having monotonous, centrally located nuclei and small nucleoli, infrequent mitoses, and no necrosis.  The tumor may show a variety of patterns, such as solid, trabecular, and acinar.  Electron microscopy shows small secretory granules.  Immunohistochemical studies reveal NSE, as well as chromogranin immunoreactivity.  Malignant histology (cellular pleomorphism, hyperchromatic nuclei, prominent nucleoli, necrosis, and mitoses) can occasionally be seen.  Such cases may have an aggressive clinical course.  Gastrointestinal tract and lung are common sites of involvement.
8242/3	Enterochromaffin-Like Cell Neuroendocrine Tumor G1	A well differentiated, low grade neuroendocrine neoplasm (carcinoid tumor) arising from the gastrointestinal tract. It is characterized by the presence of enterochromaffin-like type granules in the neoplastic cells.
8244/3	Digestive System Mixed Adenoneuroendocrine Carcinoma	A carcinoma that arises from the digestive system and is characterized by the presence of a malignant glandular epithelial component and a malignant neuroendocrine component.  At least 30% of either component should be present for the diagnosis to be made.
8245/1	Appendix Tubular Carcinoid	A neuroendocrine tumor that arises from the appendix.  It does not show the morphologic characteristics of typical carcinoid tumors (neoplastic cells forming solid nests). In contrast, the tumor cells form small discrete tubules.
8246/3	Neuroendocrine Carcinoma	A malignant neuroendocrine neoplasm composed of cells containing secretory granules that stain positive for NSE and chromogranin.  The neoplastic cells are often round and form clusters or trabecular sheets.  Representative examples are small cell carcinoma, large cell neuroendocrine carcinoma, and Merkel cell carcinoma.
8247/3	Merkel Cell Carcinoma	A rare malignant cutaneous tumor seen in elderly patients.  Its usual location is on the head, neck and extremities.  The tumor is composed of small round cells with scanty cytoplasm arranged in a trabecular pattern, or in ill-defined nodules or in a diffuse pattern.  The tumor cells contain cytoplasmic membrane-bound dense core granules resembling neurosecretory granules.
8248/1	Neuroendocrine Tumor	A well-differentiated epithelial neuroendocrine neoplasm of low, intermediate, or high grade.
8249/3	Digestive System Neuroendocrine Tumor G2	A well differentiated, intermediate grade neoplasm with neuroendocrine differentiation that arises from the digestive system. The mitotic count is 2-20 per 10 HPF and/or the Ki67 index is 3 to 20 percent.
8250/0	Atypical Adenomatous Lung Hyperplasia	A multifocal neoplastic process in the lung parenchyma characterized by the proliferation of atypical alveolar epithelial cells without the presence of significant chronic inflammation.
8250/2	Non-Mucinous Lung Adenocarcinoma In Situ	Lung adenocarcinoma in situ characterized by the presence of type II pneumocyte and/or Clara cell differentiation. Almost all cases of lung adenocarcinoma in situ are non-mucinous.
8250/3	Lepidic Predominant Adenocarcinoma	A lung adenocarcinoma characterized by the presence of mildly and moderately differentiated adenocarcinoma cells across the alveolar walls with at least one focus of invasive carcinoma measuring more than 5 mm in greatest dimension.
8251/0	Alveolar Adenoma	A benign, well circumscribed lung neoplasm morphologically characterized by the presence of cystic spaces resembling alveoli, lined by a simple cuboidal epithelium. The cystic spaces are surrounded by a spindle cell stroma which may show myxoid changes. It is a solitary, usually peripheral lung lesion. Patients are usually asymptomatic and its discovery is an incidental finding during chest X-ray examination. Surgical excision is curative.
8251/3	Bronchioalveolar Carcinoma	A solitary adenocarcinoma arising from the lung measuring 3 cm or less. It is characterized by a predominantly lepidic pattern and 5 mm or less invasion in greatest dimension. It is usually a non-mucinous adenocarcinoma, but rarely may be mucinous.
8253/2	Mucinous Lung Adenocarcinoma In Situ	A very rare lung adenocarcinoma in situ variant characterized by the presence of tall columnar cells with basal nuclei and abundant cytoplasmic mucin.
8253/3	Invasive Lung Mucinous Adenocarcinoma	An invasive adenocarcinoma that arises from the lung. It is characterized by the presence of tall columnar cells and mucin production. This category refers to cases formerly classified as mucinous bronchioloalveolar carcinoma, excluding cases that meet the criteria for adenocarcinoma in situ or mucinous minimally invasive adenocarcinoma.
8254/3	Mixed Mucinous and Non-Mucinous Bronchioloalveolar Carcinoma	A rare morphologic variant of bronchiolo-alveolar lung carcinoma characterized by the presence of both mucin and non-mucin producing cells.
8255/3	Lung Adenocarcinoma, Mixed Subtype	The most frequently seen morphologic variant of lung adenocarcinoma characterized by a mixture of architectural patterns, including acinar, papillary, bronchioloalveolar, and solid pattern.
8257/3	Mucinous Bronchioloalveolar Carcinoma	A morphologic variant of minimally invasive lung adenocarcinoma characterized by tall columnar cells and mucin production.
8260/0	Papillary Adenoma	An adenoma characterized by the presence of papillary epithelial patterns.
8260/1	Aggressive Papillary Tumor	A locally invasive, papillary epithelial neoplasm arising in any area of the middle ear, including the mastoid process and air cells, and may fill the tympanic cavity. It is characterized by the presence of a papillary glandular pattern, with complex interdigitating papillae lying loosely or infiltrating fibrous connective tissue. (WHO 2017)
8260/3	Papillary Adenocarcinoma	A morphologic variant of adenocarcinoma. It is characterized by the presence of a papillary growth pattern. Representative examples include thyroid gland papillary carcinoma, invasive papillary breast carcinoma, and ovarian serous surface papillary adenocarcinoma.
